Ticker (all values in $ billions),"Market Capitalization Growth %, YoY FY 2013","S&P 500 Growth %, YoY FY 2013",Relative Performance to S&P 500,- Cash & Equivalents FY 2012,"- Cash & Equivalents Growth %, YoY FY 2012",+ Preferred & Other FY 2012,"+ Preferred & Other Growth %, YoY FY 2012",+ Total Debt FY 2012,"+ Total Debt Growth %, YoY FY 2012",Net Debt to EBITDA FY 2012,Enterprise Value FY 2012,Enterprise Value to Revenue FY 2012,Enterprise Value to EBITDA FY 2012,Enterprise Value to Free Cash Flow FY 2012,"Enterprise Value Growth %, YoY FY 2012","Revenue, Adj FY 2012","Revenue Growth %, YoY FY 2012","Gross Profit, Adj FY 2012",Gross Margin % FY 2012,"EBITDA, Adj FY 2012",EBITDA Margin % FY 2012,"EBITDA Growth %, YoY FY 2012","Net Income, Adj FY 2012",Net Income Margin % FY 2012,"Net Income Growth %, YoY FY 2012","EPS, Adj FY 2012","EPS Growth %, YoY FY 2012",Cash from Operations FY 2012,"Cash from Operations Growth %, YoY FY 2012",Capital Expenditures FY 2012,"Capital Expenditures Growth %, YoY FY 2012",Free Cash Flow FY 2012,"Free Cash Flow Growth %, YoY FY 2012",Return on Common Equity FY 2012,Return on Assets FY 2012,Return on Capital FY 2012,Return on Invested Capital FY 2012,Operating Margin FY 2012,Sustainable Growth Rate FY 2012,Altman's Z-Score FY 2012,Cash Ratio FY 2012,Current Ratio FY 2012,Quick Ratio FY 2012,CFO/CapEx FY 2012,Weighted Average Cost of Cap FY 2012,Sales per Employee FY 2012,WACC Economic Value Added FY 2012,Asset Turnover FY 2012,Total Debt to Total Equity FY 2012,Price to Sales Ratio FY 2012,R & D Expenditure to Net Sales FY 2012,Total Debts to Total Capital FY 2012,Trailing 12M EBIT Margin FY 2012,Interest Expense FY 2012,EBIT to Interest Expense FY 2012,Price Earnings Ratio (P/E) FY 2012,Total Invested Capital FY 2012,Earnings Yield FY 2012
C ,0.317395763,0.296,0.021395763,399898,-0.131287283,4510,1.169312169,623537,-0.112812027,7.227216908,347971.651,3.874876406,11.24520589,-24.91562731,0.082350642,89802,-0.1156,—,0,30944,0.344580299,-0.259766045,7349,0.081835594,-0.3229848,3.8721,-0.164288952,-10362,-1.159919747,-3604,0.045243619,-13966,-1.227655794,0.040381,0.004034,0.009146,0.022019,0.113094,0.039727,—,—,—,—,-2.8751,0.045236755,346725.8687,-12960.53919,0.04804124,326.46429,1.291001715,#VALUE!,76.55137784,#VALUE!,#N/A N/A,#N/A N/A,10.21670995,784667,0.097878868
AIG ,0.434167344,0.296,0.138167344,1151,-0.219131615,1001,-0.893260823,48500,-0.355507422,0,100464.1643,1.410736152,0,27.3297509,-0.209959185,71214,0.093833,—,0,—,0,0,3438,0.048277024,-0.826451287,3.6004,-4.670880914,3676,-46.38271605,0,0,3676,-46.38271605,0.034459,0.006241,0.031212,0.017233,0.07316,0.034459,—,—,—,—,—,0.082065502,1130380.952,-33156.88592,0.129281729,48.98841449,0.836325097,#VALUE!,32.88068717,#VALUE!,2319,#N/A N/A,9.80460233,501787,0.101992918
HON ,0.441416764,0.296,0.145416764,5265,0.423742564,90,-0.0625,7496,-0.007809398,0.439000394,52005.316,1.380733201,10.2332381,19.75135435,0.129128015,37665,0.031099,9374,0.248878269,5082,0.134926324,0.439252336,2926,0.077684853,0.415578133,4.0536,0.369413196,3517,0.241440169,-884,0.107769424,2633,0.293857494,0.246079,0.071662,0.163847,0.198292,0.110341,0.145404,4.0669,0.4036,1.349,0.9731,3.9785,0.107555136,#N/A N/A,1353.214671,0.922472172,57.37466514,1.318436957,0.049037568,36.45737075,0.110341166,351,11.84045584,15.6576136,20306,0.063866693
MO ,0.211176291,0.296,-0.084823709,2900,-0.113149847,36,0.028571429,13878,0.013806706,1.468039583,74200.2349,4.240013423,9.922470567,19.72885799,0.044029234,17500,0.053012,9563,0.546457143,7478,0.427314286,0.183040658,4180,0.238857143,0.237785016,2.2892,0.117009857,3885,0.075283698,-124,0.180952381,3761,0.072120867,1.220794,0.115982,0.28484,0.224841,0.414457,0.214077,5.2354,0.3511,0.7646,0.3745,31.3306,0.056898333,1923076.923,5066.614061,0.485571587,433.1460674,3.636260571,0.007771429,81.24341412,0.414457143,1128,6.429964539,13.7337616,22314,0.072813263
HCA ,0.568540708,0.296,0.272540708,705,0.890080429,1319,0.060289389,28930,0.069421854,4.704950825,42915.35,1.299953049,7.153750625,18.55397752,0.142561793,33013,0.112223,—,0,5999,0.181716294,-0.152204635,1605,0.048617211,-0.348884381,3.4899,0.224698203,4175,0.061530638,-1862,0.108993448,2313,0.026175688,#VALUE!,0.058392,0.160105,0.123393,0.130858,#VALUE!,1.7215,0.1142,1.2578,0.8712,2.2422,0.047645324,#N/A N/A,2826.584855,1.20106234,#N/A N/A,0.402270931,0,140.5119238,0.130857541,1798,2.402669633,8.645068228,25435,0.115672887
UAA ,0.816972943,0.296,0.520972943,341.841,0.94910026,0,0,61.889,-0.203733724,-1.111904582,4804.1045,2.618153316,19.08079173,32.21831052,0.323487898,1834.921,0.245971,879.297,0.479201557,251.777,0.137214082,0.26477887,129.164,0.070392131,0.324745387,0.3033,0.335535007,199.761,12.12662636,-50.65,-0.099203244,149.111,-4.635966837,0.177746,0.124046,0.165822,0.165519,0.113735,0.177746,12.4593,1.3553,3.5825,2.0512,3.9439,0.147671642,#N/A N/A,1.770528779,1.767497169,7.575876277,2.759664198,0,7.042356092,0.113735142,5.2082,40.0704658,40.00158259,882.097,0.024999011
IP ,0.220726861,0.296,-0.075273139,1302,-0.674011017,332,-0.023529412,10140,0.023415422,2.777498429,26695.0981,0.959116807,8.38940858,16.85296597,0.391152216,27833,0.069102,7246,0.260338447,3182,0.114324722,-0.044731312,794,0.028527288,-0.399394856,2.3633,-0.235969223,2967,0.109158879,-1383,0.19327006,1584,0.044854881,0.122635,0.026837,0.077331,0.082984,0.060935,0.042898,2.0147,0.2605,1.7817,0.9732,2.1453,0.086675517,403376.8116,-1319.675948,0.940764902,152.8028933,0.622942838,0.000467071,60.4434907,0.060934861,743,2.282637954,16.85753395,16531,0.059320658
HPE ,0,0.296,-0.296,2134,0,—,0,702,-0.642929807,0.154293718,—,0,0,0,0,61042,-0.023515,16899,0.276842174,-9281,-0.152042856,0,-14761,-0.24181711,-4.583636805,—,0,7240,0,-3475,0,3765,0,#VALUE!,-0.180474,#VALUE!,#VALUE!,-0.231627,#VALUE!,—,—,—,—,2.0835,#VALUE!,#N/A N/A,#N/A N/A,0.746325957,#N/A N/A,#N/A N/A,0.034730186,#N/A N/A,-0.231627404,60,-235.65,#N/A N/A,702,#VALUE!
ABT ,-0.425412815,0.296,-0.721412815,15174,0.873944332,92,0.065900454,20476,0.328353026,1.280057943,108665.7207,5.704237307,26.23508467,14.45215065,0.135412608,19050,-0.110104,10151,0.532860892,4142,0.217427822,-0.1136315,5963,0.313018373,0.261209814,0.7606,-0.680567805,9314,0.038350056,-1795,0.203890007,7519,0.005348309,0.233108,0.093529,0.141488,0.030606,0.071391,-2.353948,3.3795,1.1426,2.3587,1.7159,5.1889,0.064903924,209340.6593,-1439.508821,0.298795658,76.36594189,5.415354331,0.076692913,43.29971029,0.071391076,320,4.25,86.11090295,48350,0.011612931
AFL ,0.235021325,0.296,-0.060978675,2041,-0.092485549,0,0,4352,0.324809741,0,27159.7923,1.070800832,0,1.81646551,0.280604564,25364,0.144017,—,0,—,0,0,2866,0.112994796,0.479607641,3.3011,0.053049636,14952,0.37908135,0,0,14952,0.37908135,0.198175,0.023175,0.166291,0.052688,0.179901,0.15482,—,—,—,—,—,0.118183604,2829224.763,-6722.139876,0.205101665,27.2374515,0.97776487,#VALUE!,21.406788,#VALUE!,261,#N/A N/A,8.045759043,121908,0.124289081
APD ,0.280769793,0.296,-0.015230207,454.4,0.078310394,538.6,2.769069279,5291.9,0.160122767,2.278400528,22947.8553,2.387491838,10.80814586,82.635417,0.128498984,9611.7,-0.006409,2559.8,0.266321254,2123.2,0.220897448,-0.093579235,1167.3,0.121445738,-0.046479333,5.1828,-0.033996869,1798.7,0.025952544,-1521,0.161689452,277.7,-0.374408651,0.190222,0.074749,0.113112,0.091146,0.133421,0.089705,2.954,0.1689,1.2699,0.7432,1.1826,0.083683596,459889.9522,-111.9039216,0.615493476,75.42831894,1.817185305,0.013150639,42.99666063,0.133420727,123.7,10.36701698,15.95669965,12460.2,0.062669601
RCL ,0.405557735,0.296,0.109557735,194.855,-0.256806237,0,0,8489.947,-0.000695163,7.317457699,15733.3205,2.046471304,13.87903922,174.3594005,0.155996436,7688.024,0.020002,6708.922,0.872645819,1133.603,0.147450502,-0.30626344,18.287,0.002378635,-0.969894027,1.9884,-0.282166065,1381.734,-0.050836723,-1291.499,0.100434892,90.235,-0.680145899,0.002188,0.000923,0.022199,0.024824,0.052433,-0.000941,1.0772,0.0479,0.2184,0.1171,1.0699,0.088352587,1240003.871,-1075.295969,0.387967249,102.1808097,0.963787314,0,50.53932162,0.052433499,355.785,1.133015726,17.09886564,16798.696,0.058483412
AEP ,0.099882084,0.296,-0.196117916,603,0.170873786,0,-1,18738,0.031487394,3.964801049,38863.326,2.600423285,8.49657324,67.23758824,0.032956487,14945,-0.011313,9665,0.646704583,4574,0.306055537,0,1259,0.084242221,-0.351365276,3.0536,0.23024858,3804,0.004223865,-3226,0.154617037,578,-0.418511066,0.084211,0.023623,0.057785,0.043677,0.177718,0.022942,0.8659,0.0884,0.6726,0.3626,1.1792,0.04412277,#N/A N/A,718.9199077,0.280420302,122.976964,1.384158433,#VALUE!,55.15231788,0.1777183,988,2.688259109,13.97672097,43956,0.07154754
HES ,0.492819427,0.296,0.196819427,642,0.829059829,113,0.486842105,8111,0.339111772,1.146255371,25669.3026,2.09630891,3.939426427,-12.69500623,0.022981475,12245,-0.681667,10912,0.891139241,6516,0.532135566,0.035765379,2025,0.165373622,0.189078097,5.1541,-0.161894076,5660,0.135634029,-7682,0.096488724,-2022,0,0.102257,0.049045,0.084874,0.074007,0.298081,0.094437,1.6788,0.0766,1.0006,0.4927,0.7368,0.103191982,828764.8054,-1732.296835,0.296571685,38.25402066,1.463590363,0,27.669373,0.298080849,419,8.711217184,10.27538657,29810,0.09731994
APC ,0.074244931,0.296,-0.221755069,2471,-0.083796811,1253,0.427107062,13269,-0.128759028,1.403978676,49243.155,3.67184811,6.402698609,44.8889289,-0.042965027,13411,-0.039808,5529,0.412273507,7691,0.573484453,2.923979592,2376,0.177167996,-1.896942242,3.7109,0.095468635,8339,2.328942116,-7242,0.281769912,1097,-1.348807631,0.122683,0.045819,0.085171,0.076202,0.277906,0.113337,1.7623,0.6187,1.7013,0.9875,1.1515,0.104963091,2579038.462,-1158.028173,0.256994481,60.63888127,2.770486914,0,37.74857045,0.277906196,742,5.022911051,20.02470549,35158,0.049938312
AON ,0.45904943,0.296,0.16304943,637,-0.397350993,43,0.023809524,4165,-0.072796082,1.567303421,20860.149,1.811720427,9.267058641,18.13926,0.116851433,11514,0.020112,—,0,2251,0.195501129,0.033516988,993,0.086242835,0.014300306,3.2187,0.003054006,1419,0.393909627,-269,0.116182573,1150,0.48005148,0.125379,0.033079,0.096702,0.097953,0.138614,0.099647,1.8866,0.0415,1.0672,0.2435,5.2751,0.079396022,177891.0776,-77.24095246,0.383557081,53.3632287,1.58658025,0,34.79532164,0.138613861,228,7,17.27741387,12109,0.057879033
APA ,0.106327886,0.296,-0.189672114,160,-0.457627119,1227,0,12345,0.710781596,0.996320523,44155.8004,2.573631777,3.610449747,-42.9949371,0.028280982,17157,0.015928,7609,0.443492452,12230,0.712828583,-0.018065034,1925,0.112199102,-0.572981366,8.7486,-0.250359885,8504,-0.145584246,-9531,0.346566827,-1027,-1.357217391,0.066528,0.035482,0.051967,0.044686,0.298479,0.057387,1.6628,0.0289,0.8963,0.5863,0.8922,0.102183083,2870983.936,-2537.7775,0.304234493,39.40187035,1.779827476,0,28.264951,0.298478755,182,28.13736264,8.972818076,51095,0.111447707
ADM ,0.584519898,0.296,0.288519898,3007,0.488613861,211,6.033333333,9540,-0.075491811,2.528250774,24794.01,0.273788469,9.595205108,22.70513736,-0.136410151,90559,0.122502,3623,0.040007067,2584,0.028533884,-0.275378575,1375,0.015183472,-0.324656189,2.2315,-0.27461561,2332,-1.996581197,-1240,-0.005613472,1092,-1.304432674,0.07289,0.03149,0.058957,0.04697,0.018938,0.048399,3.361,0.1348,1.7514,0.3804,1.8806,0.077815127,2959444.444,-452.8091659,2.073973136,49.86670848,0.199620137,0.000607339,33.27403997,0.01893793,445,3.853932584,12.27419448,28671,0.081471742
ADP ,0.233066074,0.296,-0.062933926,1665.4,0.092997309,0,0,16.8,-0.50877193,-0.71124725,25301.972,2.388014799,10.91590319,14.29409186,0.038419683,10595.4,0.077535,4391.5,0.414472318,2317.9,0.218764747,0.064135525,1388.5,0.131047436,0.10708021,2.6812,0.086385737,1910.2,0.119826474,-140.1,-0.229796592,1770.1,0.161559157,0.229042,0.042686,0.22891,0.202261,0.182966,0.103649,2.0219,0.0679,1.0869,0.1277,13.6345,0.10181509,185884.2105,601.6977281,0.325733179,0.274779195,2.559895615,0,0.274026228,0.182966193,7.7,251.7662338,20.75950085,6216.6,0.048170715
VRSK ,0.287316885,0.296,-0.008683115,94.702,-0.51847012,0,0,1461.425,0.321496972,2.020503321,9915.7719,7.04321198,14.65904214,25.17613519,0.321753413,1407.848,0.181682,891.14,0.632980265,676.427,0.480468772,0.208375761,329.142,0.233790864,0.164041336,1.8513,0.238493444,468.229,0.246214611,-74.373,0.243092815,393.856,0.24680587,#VALUE!,0.168728,0.275432,0.257051,0.406456,#VALUE!,9.7393,0.1618,0.6672,0.4666,6.2957,0.06161536,231630.1415,309.2791802,0.721706487,571.7826528,6.005922834,0.013059648,85.11423306,0.406455811,72.508,7.891929166,27.53264404,1777.912,0.036320522
AZO ,0.065306133,0.296,-0.230693867,103.093,0.056215806,0,0,3768.183,0.124266264,1.991115443,17183.2722,1.997157812,9.33507189,20.31294923,0.120240198,8603.863,0.065761,4432.036,0.515121638,1840.722,0.213941342,0.088532784,930.373,0.108134335,0.095879261,23.48,0.205957884,1223.981,-0.052307404,-378.054,0.175526424,845.927,-0.127850967,#VALUE!,0.153334,0.483556,0.422123,0.189321,#VALUE!,3.015,0.0282,0.8149,0.0723,3.2376,0.055969988,122912.3286,886.9543146,1.417996231,#N/A N/A,1.641952653,0,169.7258934,0.18932089,177.302,9.187098848,15.54855196,2546.746,0.064314671
AVY ,0.412556494,0.296,0.116556494,235.4,0.32247191,0,0,1222.4,0.034792178,1.85840708,4424.0917,0.754513806,8.330054039,10.68105191,0.092065967,5863.5,0.003182,1528.2,0.260629317,531.1,0.0905773,0.000565185,215.4,0.036735738,0.133087849,1.9521,0.187408759,513.4,0.214572983,-99.2,-0.094890511,414.2,0.322900032,0.132988,0.042747,0.093479,0.080523,0.052955,0.039484,2.9476,0.1135,1.1625,0.5824,5.1754,0.079517828,196761.745,-70.1867134,1.163623735,77.32304384,0.601933998,0.016815895,43.60575037,0.05295472,72.9,4.259259259,17.62225568,2722.1,0.056746424
MSCI ,0.386917462,0.296,0.090917462,254.207,-0.352670352,0,0,854.716,-0.206308554,1.400003264,4322.86,4.549703676,10.07814722,14.30505872,-0.07546317,950.141,0.05461,662.066,0.696808158,428.934,0.45144247,0.053301836,184.238,0.193905957,0.062172103,1.6086,0.099446381,347.075,0.361094444,-44.884,0.942105491,302.191,0.303187773,0.13494,0.060281,0.094443,0.094707,0.365142,0.13494,6.2422,0.4985,1.0096,0.7996,7.7327,0.085800549,344378.7604,25.15631784,0.310877715,59.97034867,3.979928,0,37.4884153,0.365141595,56.428,6.148295173,19.26466063,2280.911,0.051908519
BLL ,0.095731512,0.296,-0.200268488,174.1,0.050060314,175.4,0.103838892,3305.1,0.051207023,2.916899571,10006.7862,1.145504791,9.322513695,18.25389675,0.129170181,8735.7,0.012142,1561.7,0.178772165,1073.4,0.122875099,-0.056766257,403.5,0.046189773,-0.091216216,1.4963,0.078414414,853.2,-0.100379587,-305,-0.312753493,548.2,0.086405073,0.345803,0.054558,0.122075,0.141499,0.090491,0.293154,4.1384,0.1033,1.3877,0.655,2.7974,0.069911158,582380,191.7743265,1.181162409,256.2093023,0.792208753,0.003067871,71.92661748,0.090490745,179.8,4.396551724,14.95311738,4504.7,0.066875687
BK ,0.334714225,0.296,0.038714225,145340,0.074610533,2079,1.651785714,55702,0.069896087,0,—,0,0,0,0,15144,-0.012262,—,0,—,0,0,2389,0.157752245,-0.036693548,2.2835,-0.047271362,1629,-0.263229308,-652,0.015576324,977,-0.377310389,0.069468,0.007123,0.028037,0.026721,0.227101,0.051352,—,—,—,—,2.4985,0.049267427,305939.3939,-1980.396208,0.044264135,148.7687624,1.996544143,#VALUE!,59.80202697,#VALUE!,#N/A N/A,#N/A N/A,11.25478602,96783,0.088851089
BAX ,0.037288457,0.296,-0.258711543,3270,0.125645439,40,-0.835390947,5930,0.141482194,0.752901217,39110.5949,2.756208238,11.07008064,20.10827501,0.291212519,14190,0.021378,7301,0.514517266,3533,0.248978154,-0.02295354,2326,0.163918252,0.045863309,4.3357,0.007014284,3106,0.102591409,-1161,0.209375,1945,0.047388261,0.344007,0.117883,0.193893,0.220694,0.198802,0.216066,4.2237,0.6871,1.9458,1.1967,2.6753,0.085007246,#N/A N/A,1327.420336,0.719154651,84.98137002,2.588418605,0.081465821,45.94050201,0.198801973,113,24.96460177,15.3748041,12395,0.065041479
BDX ,0.254338426,0.296,-0.041661574,2181,0.395114094,0,0,4166,0.531844608,0.959400677,17454.3377,2.264444434,8.43612262,13.71118437,0.032389326,7708,0.016345,3953,0.512843799,2069,0.268422418,-0.041965078,1170,0.151790348,-0.079460643,5.3294,-0.002078457,1760,0.025641026,-487,-0.042877891,1273,0.054521146,0.261039,0.107382,0.160482,0.153933,0.202128,0.174067,4.7504,1.1026,2.6906,1.7346,3.614,0.071310208,#N/A N/A,-1981.465372,0.707434134,100.7253385,2.094050026,0.06123508,50.18067935,0.20212766,135,11.54074074,14.7409682,8351,0.067838149
BRK/B ,0,0.296,-0.296,187279,0.152691865,3941,-0.041352469,62736,0.038950715,-4.000224835,99651.2067,0.613377856,3.200719686,8.917333933,0.092128595,162463,0.130665,36850,0.226820876,31134,0.191637481,0.326544525,14824,0.091245391,0.445679735,—,0,20950,0.023149053,-9775,0.193382981,11175,-0.09035409,0.084109,0.036152,0.071129,0.071814,0.153758,0.084109,1.9709,1.2066,1.4916,1.4293,2.1432,0.070441065,563129.9827,-803.6835051,0.396203385,32.74526588,#N/A Field Not Applicable,0,24.66774665,0.153758086,2744,9.103498542,#N/A Field Not Applicable,254710,#VALUE!
BBY ,-0.343373729,0.296,-0.639373729,1199,0.065777778,621,-0.1,2208,0.291983616,0.497044335,9929.434,0.195827512,4.891346798,3.929336763,-0.289848678,50705,0.019257,12573,0.247963712,2030,0.040035499,-0.394391408,-1231,-0.024277685,-1.963978074,0.3942,-0.899817017,3293,1.767226891,-766,0.029569892,2527,4.665919283,-0.237943,-0.072724,0.025542,0.04232,0.021398,#VALUE!,4.7074,0.1354,1.1628,0.3938,4.299,0.083435738,#N/A N/A,-235.6562831,2.995510132,50.5726065,0.175618834,0,33.58685732,0.021398284,134,8.097014925,61.67029856,6897,0.016215261
HRB ,0.761212259,0.296,0.465212259,2315.649,0.25735687,0,0,1040.549,-0.023035742,-1.903509348,3019.0434,1.043290364,4.506922856,10.79803213,-0.329574519,2893.771,-0.017389,1192.076,0.41194552,669.868,0.231486182,-0.092285344,265.932,0.09189808,-0.34517249,1.2991,-0.039056143,362.049,-0.293567062,-82.457,0.30969361,279.592,-0.378054206,0.191631,0.053513,0.131484,0.120666,0.195693,0.075976,2.8741,0.7696,0.9899,0.8463,4.3908,0.074296559,1157508.4,213.5832412,0.582305096,78.47916723,1.513107326,0,43.97105189,0.195693439,91.517,6.187833954,11.31562195,2719.203,0.088373401
BSX ,1.046026341,0.296,0.750026341,207,-0.224719101,0,0,4256,-0.001173433,-1.271271586,11817.2278,1.630187309,-3.710275604,11.42865358,0.007268225,7249,-0.048937,4900,0.675955304,-3185,-0.439370948,-2.964836521,-4068,-0.561180853,-10.2244898,0.4109,-0.078699552,1260,0.25,-226,-0.256578947,1034,0.46875,-0.446469,-0.211633,-0.291574,-0.269987,-0.533591,#VALUE!,-2.7798,0.1168,1.7054,0.8036,5.5752,0.078004687,302041.6667,-4692.208237,0.377119967,61.95050946,1.111931439,0.122223755,38.25274133,-0.53359084,261,-14.81992337,13.94530423,12287,0.071708726
BMY ,0.641874225,0.296,0.345874225,6352,-0.45438928,15,-1.168539326,7394,0.34656711,0.354301258,54178.7,3.074666591,18.42186331,8.474691068,0.019557993,17621,-0.170542,13011,0.738380342,2941,0.166903127,-0.595738832,1960,0.111230918,-0.471555675,2.0538,-0.083084066,6941,0.434090909,-548,0.493188011,6393,0.429242119,0.132526,0.056921,0.123581,0.116154,0.128256,-0.022171,5.1657,0.3417,1.15,0.548,12.6661,0.064090272,629321.4286,1667.233588,0.511740021,54.21616073,3.088661256,0.221553828,35.15595283,0.128256058,182,12.41758242,15.86853317,22157,0.063017797
FBHS ,0.590840484,0.296,0.294840484,336,1.781456954,3.6,-0.027027027,325.5,-0.207257672,-0.042944785,4780.962,1.525125048,19.55403681,23.00751684,0.620490127,3134.8,-0.058223,1041.6,0.332270001,244.5,0.077995406,1.549530761,118.7,0.037865255,-4.334269663,0.7284,1.580233794,282.8,0.612314709,-75,0.094890511,207.8,0.943872778,0.052733,0.031604,0.048237,0.049078,0.045681,0.052733,4.3377,0.5313,1.9417,1.1349,3.7707,0.10908785,194708.0745,-205.0868307,0.83463351,13.64951566,1.496979712,0.013302284,12.01018375,0.045680745,8.5,16.84705882,40.11570677,2941.4,0.024927892
BF/B ,0.228092036,0.296,-0.067907964,338,-0.403880071,0,0,510,-0.328063241,0.205495818,12440.0899,4.56852365,14.86271195,27.16176834,0.172378824,2723,0.052978,1795,0.659199412,837,0.307381564,-0.081229418,513,0.188395152,-0.104712042,0.9493,-0.003045579,516,-0.020872865,-58,0.487179487,458,-0.06147541,0.248486,0.142718,0.197823,0.189647,0.289387,0.155486,10.2842,0.8366,4.3292,2.0124,8.8966,0.083806928,716578.9474,287.7789058,0.757546251,24.64958917,4.535325248,0,19.77510663,0.289386706,31,25.41935484,24.25561798,2751,0.041227562
COG ,0.544946318,0.296,0.248946318,30.736,0.027581826,0,0,1087,0.144210526,1.384714009,11502.924,9.549592959,15.0798096,-41.69478476,0.301673,1204.546,0.229299,414.213,0.343874788,762.803,0.633270128,0.165702383,131.73,0.109360705,0.076155153,0.2374,0.190571715,652.093,0.299406782,-927.977,0.041176873,-275.884,-0.291584283,0.062192,0.029444,0.054057,0.05944,0.254148,0.054281,3.3761,0.0692,0.6086,0.4574,0.7027,0.107474511,#N/A N/A,-161.3384475,0.269238291,50.99821858,8.652571276,0,33.77405314,0.254148036,68.293,4.482640973,104.7618847,3235.179,0.009545456
CPB ,0.421195652,0.296,0.125195652,335,-0.30785124,0,-1,2790,-0.095330739,1.732533522,12788.44,1.782360976,9.025010586,16.04572146,-0.030003034,7175,0.00448,2810,0.391637631,1417,0.197491289,-0.042567568,769,0.1071777,-0.033919598,2.3181,-0.027887277,1120,-0.019264448,-323,0.1875,797,-0.083908046,0.774421,0.115591,0.214205,0.191509,0.160976,0.378181,7.0966,0.1618,0.8556,0.429,3.4675,0.053563242,405367.2316,492.7333411,1.071535245,310.6904232,1.463280836,0.016167247,75.65075922,0.16097561,114,10.13157895,14.28783429,3969,0.069989614
KSU ,0.484667593,0.296,0.188667593,72.6,0.002762431,310.2,0.032967033,1607.8,-0.019095845,1.678364491,11039.1653,4.931280845,12.06861845,82.87661637,0.181665715,2238.6,0.066864,—,0,914.7,0.408603592,0.146527952,377.1,0.168453498,0.14724673,3.27,0.147368421,673.2,0.055172414,-540,0.090909091,133.2,-0.068531469,0.128947,0.060171,0.090909,0.078522,0.319798,0.099685,3.0546,0.1709,1.2295,0.6031,1.2467,0.123472376,366983.6066,-262.7599292,0.357005024,47.27850148,4.091288198,0,32.10142757,0.319798088,100.4,7.130478088,25.52905199,5838.6,0.039171059
